itemid,count,percentage,label,abbreviation,linksto,category,unitname,param_type,lownormalvalue,highnormalvalue,type,is_in_extract
228808,85,0.0011615036689851192,Pressure ulcer #6- Dressing status,Pressure ulcer #6- Dressing status,chartevents,Skin - Impairment,,Text,,,5.0,0
229275,85,0.0011615036689851192,Pump plugged into RED outlet (ECMO),Pump plugged into RED outlet (ECMO),chartevents,ECMO,,Text,,,2.0,0
227448,85,0.0011615036689851192,Gentamicin (Peak),Gentamicin (Peak),chartevents,Labs,None,Numeric with tag,,,,0
228625,85,0.0011615036689851192,Pressure Ulcer #6- Width,Pressure Ulcer #6-  Width,chartevents,Skin - Impairment,cm,Numeric,,,,0
227613,85,0.0011615036689851192,Impaired Skin Type #10,Type #10,chartevents,Skin - Impairment,,Text,,,18.0,0
229267,85,0.0011615036689851192,Emergency Equipment at bedside (ECMO),Emergency Equipment at bedside (ECMO),chartevents,ECMO,,Text,,,2.0,0
224971,85,0.0011615036689851192,Pressure Ulcer Stage #8,Pressure Ulcer Stage #8,chartevents,Skin - Impairment,,Text,,,7.0,0
227601,84,0.0011478389199382354,Impaired Skin Drainage Amount #10,Site Drainage Amount #10,chartevents,Skin - Impairment,,Text,,,7.0,0
227602,84,0.0011478389199382354,Impaired Skin Length #9,Site Length #9,chartevents,Skin - Impairment,cm,Numeric,,,,0
227607,84,0.0011478389199382354,Impaired Skin Site #10,Site #10,chartevents,Skin - Impairment,,Text,,,51.0,0
225759,84,0.0011478389199382354,RIC Reason Discontinued,RIC Reason Discontinued,chartevents,Access Lines - Peripheral,,Text,,,4.0,0
227775,84,0.0011478389199382354,Skeletal Traction #1 - Pounds,Skeletal Traction #1 - Pounds,chartevents,Treatments,lbs,Numeric,,,,0
229421,83,0.0011341741708913516,ROS-General,ROS-General,chartevents,MD Progress Note,,Text,,,5.0,0
229277,83,0.0011341741708913516,Speed (ECMO),Speed (ECMO),chartevents,ECMO,RPM,Numeric,,,,0
229270,83,0.0011341741708913516,Flow (ECMO),Flow (ECMO),chartevents,ECMO,L/min,Numeric,,,,0
229273,83,0.0011341741708913516,Flow Sensor repositioned (ECMO),Flow Sensor repositioned (ECMO),chartevents,ECMO,,Text,,,2.0,0
229280,82,0.0011205094218444678,FiO2 (ECMO),FiO2 (ECMO),chartevents,ECMO,%,Numeric,,,,0
229278,82,0.0011205094218444678,Sweep (ECMO),Sweep (ECMO),chartevents,ECMO,,Text,,,24.0,0
227984,82,0.0011205094218444678,Neuro Drain #2 Level,Neuro Drain #2 Level,chartevents,Neurological,,Text,,,9.0,0
229271,81,0.001106844672797584,Flow Alarm (Hi) (ECMO),Flow Alarm (Hi) (ECMO),chartevents,ECMO,None,Numeric,,,,0
228641,81,0.001106844672797584,EtCO2 Clinical indication,EtCO2 Clinical indication,chartevents,Routine Vital Signs,,Text,,,3.0,0
228504,81,0.001106844672797584,Impaired Skin #9- Location,Impaired Skin #9- Location,chartevents,Skin - Impairment,,Text,,,52.0,0
229272,81,0.001106844672797584,Flow Alarm (Lo) (ECMO),Flow Alarm (Lo) (ECMO),chartevents,ECMO,None,Numeric,,,,0
228451,81,0.001106844672797584,Compression device # 3,Compression device # 3,chartevents,Cardiovascular,,Text,,,2.0,0
227617,80,0.0010931799237507004,Impaired Skin Wound Base #10,Site/Wound Base #10,chartevents,Skin - Impairment,,Text,,,7.0,0
228613,80,0.0010931799237507004,Pressure Ulcer #4- Depth,Pressure Ulcer #4- Depth,chartevents,Skin - Impairment,cm,Numeric,,,,0
227614,80,0.0010931799237507004,Impaired Skin Width #9,Site Width #9,chartevents,Skin - Impairment,cm,Numeric,,,,0
227609,80,0.0010931799237507004,Impaired Skin Treatment #10,Site Treatment #10,chartevents,Skin - Impairment,,Text,,,23.0,0
228912,78,0.0010658504256569328,Altered Skin Integrity NCP - Goal,ASI NCP - Goal,chartevents,Care Plans,,Text,,,3.0,0
228378,78,0.0010658504256569328,TFCd (NICOM),TFCd (NICOM),chartevents,NICOM,%,Numeric,,,,0
224743,78,0.0010658504256569328,Vd/Vt Ratio,Vd/Vt Ratio,chartevents,Respiratory,None,Numeric,,,,0
228537,78,0.0010658504256569328,Impaired Skin #9- Treatment,Impaired Skin #9- Treatment,chartevents,Skin - Impairment,,Text,,,17.0,0
224728,77,0.001052185676610049,Peak Exp Flow Rate,Peak Exp Flow Rate,chartevents,Respiratory,L/min,Numeric,,,,0
228916,77,0.001052185676610049,Altered Skin Integrity NCP - outcomes met,ASI NCP - outcomes met,chartevents,Care Plans,,Text,,,2.0,0
229601,74,0.0010111914294693978,Arm Immobilizer,Arm Immobilizer,chartevents,Treatments,,Text,,,3.0,0
224181,74,0.0010111914294693978,Small Volume Neb Drug #1,SV Neb Drug #1,chartevents,Respiratory,,Text,,,2.0,0
229049,74,0.0010111914294693978,Incision Drainage Amount #7,Incision Drainage Amount #7,chartevents,Skin - Incisions,,Text,,,6.0,0
227476,74,0.0010111914294693978,Incision Site #5,Incision Site #5,chartevents,Skin - Incisions,,Text,,,28.0,0
229626,73,0.000997526680422514,Pulmonary Artery Pressure Alarm - High (Veletri),PAP Alarm - High (Veletri),chartevents,Alarms,mmHg,Numeric,,,,0
229627,73,0.000997526680422514,Pulmonary Artery Pressure Alarm - Low (Veletri),PAP Alarm - Low (Veletri),chartevents,Alarms,mmHg,Numeric,,,,0
228768,73,0.000997526680422514,Pressure ulcer #6- Drainage amount,Pressure ulcer #6- Drainage amount,chartevents,Skin - Impairment,,Text,,,6.0,0
228788,73,0.000997526680422514,Pressure ulcer #6- Cleanse,Pressure ulcer #6- Cleanse,chartevents,Skin - Impairment,,Text,,,3.0,0
227549,72,0.0009838619313756302,ScvO2 (Presep),ScvO2 (Presep),chartevents,Hemodynamics,%,Numeric,,,,0
224166,72,0.0009838619313756302,Doppler BP,Doppler BP,chartevents,Routine Vital Signs,mmHg,Numeric,,,,0
227605,72,0.0009838619313756302,Impaired Skin Odor #10,Odor #10,chartevents,Skin - Impairment,,Checkbox,,,,0
229629,72,0.0009838619313756302,PAP Alarm Source (Veletri),PAP Alarm Source (Veletri),chartevents,Alarms,,Text,,,3.0,0
227644,70,0.0009565324332818628,Breast Feeding - R,Breast Feeding - R,chartevents,OB-GYN,,Text,,,3.0,0
225026,70,0.0009565324332818628,Incision Dressing #5,Incision Dressing #5,chartevents,Skin - Incisions,,Text,,,7.0,0
229537,70,0.0009565324332818628,Pheresis Catheter Type,Pheresis Catheter Type,chartevents,Access Lines - Invasive,,Text,,,4.0,0
229679,69,0.000942867684234979,Type of Catheter (Impella),Type of Catheter (Impella),chartevents,Impella,,Text,,,4.0,0
228778,69,0.000942867684234979,Pressure ulcer #6- Odor,Pressure ulcer #6- Odor,chartevents,Skin - Impairment,,Checkbox,,,,0
227643,69,0.000942867684234979,Breast Feeding - L,Breast Feeding - L,chartevents,OB-GYN,,Text,,,3.0,0
227129,68,0.0009292029351880953,Pheresis Catheter Type,Pheresis Catheter Type,chartevents,Access Lines - Invasive,,Text,,,4.0,0
229425,67,0.0009155381861412115,ROS-Respiratory,ROS-Respiratory,chartevents,MD Progress Note,,Text,,,7.0,0
225760,67,0.0009155381861412115,RIC Site Appear,RIC Site Appear,chartevents,Access Lines - Peripheral,,Text,,,6.0,0
228860,66,0.0009018734370943277,Impaired Skin #8- Type,Impaired Skin #8- Type,chartevents,Skin - Impairment,,Text,,,12.0,0
224444,66,0.0009018734370943277,GI #3 Tube Place Check,GI #3 Tube Place Check,chartevents,GI/GU,,Text,,,2.0,0
229680,66,0.0009018734370943277,Impella Line Type,Impella Line Type,chartevents,Access Lines - Invasive,,Text,,,3.0,0
228555,65,0.000888208688047444,Pressure Ulcer #7- Type,Pressure Ulcer #7- Type,chartevents,Skin - Impairment,,Text,,,1.0,0
227760,65,0.000888208688047444,Presep Catheter Placement Confirmed by X-ray,Presep Catheter Placement Confirmed by X-ray,chartevents,Access Lines - Invasive,,Text,,,2.0,0
228608,65,0.000888208688047444,Impaired Skin #9- Dressing Status,Impaired Skin #9- Dressing Status,chartevents,Skin - Impairment,,Text,,,5.0,0
225031,65,0.000888208688047444,Dressing Status #5,Dressing Status #5,chartevents,Skin - Incisions,,Text,,,5.0,0
226120,65,0.000888208688047444,Triple Introducer placed in outside facility,Triple Introducer placed in outside facility,chartevents,Access Lines - Invasive,,Checkbox,,,,0
227595,63,0.0008608791899536765,Impaired Skin Cleanse #10,Site Cleanse #10,chartevents,Skin - Impairment,,Text,,,4.0,0
224900,63,0.0008608791899536765,Impaired Skin Depth #7,Site Depth #7,chartevents,Skin - Impairment,cm,Numeric,,,,0
227622,63,0.0008608791899536765,Tunneling Present #9,Tunneling Present #9,chartevents,Skin - Impairment,,Text,,,3.0,0
229374,63,0.0008608791899536765,AT (Antithrombin funct),AT (Antithrombin funct),chartevents,Labs,None,Numeric with tag,,,,0
229363,62,0.0008472144409067927,P1 (ECMO),P1 (ECMO),chartevents,ECMO,mmHg,Numeric,,,,0
229365,62,0.0008472144409067927,P1 - P2 (ECMO),P1 - P2 (ECMO),chartevents,ECMO,mmHg,Numeric,,,,0
225395,62,0.0008472144409067927,Triple Introducer Site Appear,Triple Introducer Site Appear,chartevents,Access Lines - Invasive,,Text,,,7.0,0
229317,62,0.0008472144409067927,StO2,StO2,chartevents,Cardiovascular,None,Numeric,,,,0
228512,62,0.0008472144409067927,Pressure Ulcer #7- Location,Pressure Ulcer #7- Location,chartevents,Skin - Impairment,,Text,,,35.0,0
229364,62,0.0008472144409067927,P2 (ECMO),P2 (ECMO),chartevents,ECMO,mmHg,Numeric,,,,0
227354,61,0.000833549691859909,Triple Introducer Dressing Occlusive,Triple Introducer Dressing Occlusive,chartevents,Access Lines - Invasive,,Checkbox,,,,0
224859,61,0.000833549691859909,Status and Comfort (Behavioral),Status and Comfort (Behavioral),chartevents,Restraint/Support Systems,,Text,,,4.0,0
227618,60,0.0008198849428130252,Pressure Ulcer Stage #9,Pressure Ulcer Stage #9,chartevents,Skin - Impairment,,Text,,,7.0,0
225045,59,0.0008062201937661414,Incision Packing #4,Incision Packing #4,chartevents,Skin - Incisions,,Text,,,2.0,0
228545,58,0.0007925554447192577,Pressure Ulcer #7- Treatment,Pressure Ulcer #7- Treatment,chartevents,Skin - Impairment,,Text,,,22.0,0
227645,58,0.0007925554447192577,Breast Feed - L (Minutes),Breast Feed - L (Minutes),chartevents,OB-GYN,min,Numeric,,,,0
227646,58,0.0007925554447192577,Breast Feed - R (Minutes),Breast Feed - R (Minutes),chartevents,OB-GYN,min,Numeric,,,,0
228819,57,0.000778890695672374,Pressure ulcer #7- Stage,Pressure ulcer #7- Stage,chartevents,Skin - Impairment,,Text,,,7.0,0
225726,57,0.000778890695672374,Tunneled (Hickman) Line Tip Cultured,Tunneled (Hickman) Line Tip Cultured,chartevents,Access Lines - Invasive,,Checkbox,,,,0
227624,56,0.0007652259466254903,Undermining Present #9,Undermining Present #9,chartevents,Skin - Impairment,,Text,,,3.0,0
229426,56,0.0007652259466254903,ROS-GI,ROS-GI,chartevents,MD Progress Note,,Text,,,8.0,0
227450,56,0.0007652259466254903,Tobramycin (Peak),Tobramycin (Peak),chartevents,Labs,None,Numeric with tag,,,,0
224452,55,0.0007515611975786065,Traction/Immobile Location #2,Traction/Immobile Location #2,chartevents,Treatments,,Text,,,7.0,0
228838,55,0.0007515611975786065,Pressure ulcer #6- Tunneling present,Pressure ulcer #6- Tunneling present,chartevents,Skin - Impairment,,Text,,,3.0,0
224814,54,0.0007378964485317228,GI #1 Tube Place Method,GI #1 Tube Place Method,chartevents,GI/GU,,Text,,,2.0,0
227991,54,0.0007378964485317228,Intra Cranial Pressure #2 Alarm - Low,IC2 Alarm - Low,chartevents,Alarms,mmHg,Numeric,,,,0
228584,53,0.000724231699484839,Impaired Skin #9- Type,Impaired Skin #9- Type,chartevents,Skin - Impairment,,Text,,,14.0,0
227675,53,0.000724231699484839,Face to Face Eval (Violent),Face to Face Eval (Violent),chartevents,Restraint/Support Systems,,Text,,,2.0,0
228614,53,0.000724231699484839,Pressure Ulcer #5- Depth,Pressure Ulcer #5- Depth,chartevents,Skin - Impairment,cm,Numeric,,,,0
227679,53,0.000724231699484839,Restraint Device (Violent),Restraint Device (Violent),chartevents,Restraint/Support Systems,,Text,,,9.0,0
229308,52,0.0007105669504379552,High Power Alarm (HeartWare),High Power Alarm (HeartWare),chartevents,Heartware,None,Numeric,,,,0
229307,52,0.0007105669504379552,Low Flow Alarm (HeartWare),Low Flow Alarm (HeartWare),chartevents,Heartware,None,Numeric,,,,0
229303,52,0.0007105669504379552,Speed (RPM) (HeartWare),Speed (RPM) (HeartWare),chartevents,Heartware,None,Numeric,,,,0
229559,52,0.0007105669504379552,Cardiac Assist Cannula Site Appear,Cardiac Assist Cannula Site Appear,chartevents,Access Lines - Invasive,,Text,,,12.0,0
229560,52,0.0007105669504379552,Cardiac Assist Cannula Position,Cardiac Assist Cannula Position,chartevents,Access Lines - Invasive,,Text,,,3.0,0
229305,51,0.0006969022013910715,Power (Watts) (HeartWare),Power (Watts) (HeartWare),chartevents,Heartware,None,Numeric,,,,0
229304,51,0.0006969022013910715,Flow (L/min) (HeartWare),Flow (L/min) (HeartWare),chartevents,Heartware,None,Numeric,,,,0
225001,51,0.0006969022013910715,Incision Cleansing #5,Incision Cleansing #5,chartevents,Skin - Incisions,,Text,,,4.0,0
227853,51,0.0006969022013910715,Other (Activity); Specify,Other (Activity); Specify,chartevents,OT Notes,,Text,,,6.0,0
228749,51,0.0006969022013910715,Pressure ulcer #7- Surrounding tissue,Pressure ulcer #7- Surrounding tissue,chartevents,Skin - Impairment,,Text,,,7.0,0
228848,51,0.0006969022013910715,Pressure ulcer #6- Undermining present,Pressure ulcer #6- Undermining present,chartevents,Skin - Impairment,,Text,,,3.0,0
220120,50,0.0006832374523441877,Intra Aortic Ballon Pump Setting,Intra Aortic Ballon Pump Setting,chartevents,IABP,,Text,,,4.0,0
229306,50,0.0006832374523441877,HCT (HeartWare),HCT (HeartWare),chartevents,Heartware,None,Numeric,,,,0
227672,49,0.000669572703297304,Violent Restraints Ordered,Violent Restraints Ordered,chartevents,Restraint/Support Systems,,Text,,,2.0,0
227590,49,0.000669572703297304,GI #3 Tube Place Method,GI #3 Tube Place Method,chartevents,GI/GU,,Text,,,2.0,0
228759,49,0.000669572703297304,Pressure ulcer #7- Drainage,Pressure ulcer #7- Drainage,chartevents,Skin - Impairment,,Text,,,8.0,0
228526,49,0.000669572703297304,Impaired Skin #9- Cleanse,Impaired Skin #9- Cleanse,chartevents,Skin - Impairment,,Text,,,3.0,0
229309,48,0.0006559079542504202,Backup Controller (HeartWare),Backup Controller (HeartWare),chartevents,Heartware,,Text,,,2.0,0
227990,48,0.0006559079542504202,Intra Cranial Pressure #2 Alarm - High,IC2 Alarm - High,chartevents,Alarms,mmHg,Numeric,,,,0
227772,47,0.0006422432052035365,Traction/Immobile #2,Traction/Immobile #2,chartevents,Treatments,,Text,,,7.0,0
224858,47,0.0006422432052035365,Patient Behavior During Application,Pt. Behavior w/ Application (Behavioral),chartevents,Restraint/Support Systems,,Text,,,2.0,0
227683,47,0.0006422432052035365,Restraint/Seclusion Observer Sheet,Restraint/Seclusion Observer Sheet,chartevents,Restraint/Support Systems,,Text,,,2.0,0
224857,47,0.0006422432052035365,Less Restrictive Measures (Behavioral),Less Restrictive Measures (Behavioral),chartevents,Restraint/Support Systems,,Text,,,4.0,0
227789,46,0.0006285784561566527,Impaired Skin  - Dressing Status #10,Impaired Skin  - Dressing Status #10,chartevents,Skin - Impairment,,Text,,,5.0,0
227647,46,0.0006285784561566527,Clot Size (cm),Clot Size (cm),chartevents,OB-GYN,cm,Numeric,,,,0
227806,46,0.0006285784561566527,ScvO2 (Presep) SQI,ScvO2 (Presep) SQI,chartevents,Hemodynamics,,Text,,,4.0,0
228729,45,0.0006149137071097689,Pressure ulcer #7- Length,Pressure ulcer #7- Length,chartevents,Skin - Impairment,cm,Numeric,,,,0
228739,45,0.0006149137071097689,Pressure ulcer #7- Wound Base,Pressure ulcer #7- Wound Base,chartevents,Skin - Impairment,,Text,,,6.0,0
228626,45,0.0006149137071097689,Pressure Ulcer #7- Width,Pressure Ulcer #7-  Width,chartevents,Skin - Impairment,cm,Numeric,,,,0
227881,44,0.0006012489580628852,Pain (0-10),Pain (0-10),chartevents,OT Notes,,Text,,,8.0,0
228214,44,0.0006012489580628852,Tandem Heart Access Line Site Appear,Tandem Heart Access Line Site Appear,chartevents,Access Lines - Invasive,,Text,,,8.0,0
225748,44,0.0006012489580628852,Indwelling Port (PortaCath) Discontinued,Indwelling Port (PortaCath) Discontinued,chartevents,Access Lines - Invasive,,Text,,,3.0,0
228208,44,0.0006012489580628852,Tandem Heart Access Line Dressing Occlusive,Tandem Heart Access Line Dressing Occlusive_201612,chartevents,Access Lines - Invasive,,Checkbox,,,,0
228809,42,0.0005739194599691177,Pressure ulcer #7- Dressing status,Pressure ulcer #7- Dressing status,chartevents,Skin - Impairment,,Text,,,5.0,0
228769,42,0.0005739194599691177,Pressure ulcer #7- Drainage amount,Pressure ulcer #7- Drainage amount,chartevents,Skin - Impairment,,Text,,,5.0,0
227763,42,0.0005739194599691177,Triple Introducer Placement Confirmed by X-ray,Triple Introducer Placement Confirmed by X-ray,chartevents,Access Lines - Invasive,,Text,,,3.0,0
229424,42,0.0005739194599691177,ROS-Cardiac,ROS-Cardiac,chartevents,MD Progress Note,,Text,,,5.0,0
229768,41,0.0005602547109222339,Gooseflesh Skin (COWS),Gooseflesh Skin,chartevents,Toxicology,,Text,,,3.0,0
229767,41,0.0005602547109222339,GI Upset (COWS),GI Upset,chartevents,Toxicology,,Text,,,5.0,0
229766,41,0.0005602547109222339,Bone/Joint Aches (COWS),Bone/Joint Aches,chartevents,Toxicology,,Text,,,4.0,0
229774,41,0.0005602547109222339,Tremor (COWS),Tremor.,chartevents,Toxicology,,Text,,,4.0,0
229770,41,0.0005602547109222339,Resting Pulse Rate (COWS),Resting Pulse Rate,chartevents,Toxicology,,Text,,,4.0,0
229769,41,0.0005602547109222339,Pupil Size (COWS),Pupil Size,chartevents,Toxicology,,Text,,,3.0,0
227677,41,0.0005602547109222339,Reason for Restraint/Seclusion (Violent),Reason for Restraint/Seclusion (Violent),chartevents,Restraint/Support Systems,,Text,,,6.0,0
229765,41,0.0005602547109222339,Anxiety/Irritability (COWS),Anxiety/Irritability,chartevents,Toxicology,,Text,,,4.0,0
229771,41,0.0005602547109222339,Restlessness (COWS),Restlessness,chartevents,Toxicology,,Text,,,4.0,0
229775,41,0.0005602547109222339,Yawning (COWS),Yawning,chartevents,Toxicology,,Text,,,2.0,0
228226,41,0.0005602547109222339,Tandem Heart Return Cannula Site Appear,Tandem Heart Return Cannula Site Appear,chartevents,Access Lines - Invasive,,Text,,,8.0,0
228779,41,0.0005602547109222339,Pressure ulcer #7- Odor,Pressure ulcer #7- Odor,chartevents,Skin - Impairment,,Checkbox,,,,0
229772,41,0.0005602547109222339,Runny Nose/Tearing (COWS),Runny Nose/Tearing,chartevents,Toxicology,,Text,,,3.0,0
229773,41,0.0005602547109222339,Sweating (COWS),Sweating,chartevents,Toxicology,,Text,,,5.0,0
228219,41,0.0005602547109222339,Tandem Heart Return Cannula Dressing Occlusive,Tandem Heart Return Cannula Dressing Occlusive_201,chartevents,Access Lines - Invasive,,Checkbox,,,,0
228711,40,0.0005465899618753502,Time spent,Time spent,chartevents,MD Progress Note,None,Numeric,,,,0
228955,40,0.0005465899618753502,Coping/Knowledge Deficit  NCP - Goal,CKD NCP - Goal,chartevents,Care Plans,,Text,,,4.0,0
225398,39,0.0005329252128284664,Triple Introducer Zero/Calibrate,Triple Introducer Zero/Calibrate,chartevents,Access Lines - Invasive,,Checkbox,,,,0
227989,39,0.0005329252128284664,Intra Cranial Pressure #2,IC2,chartevents,Hemodynamics,mmHg,Numeric,,,,0
228789,39,0.0005329252128284664,Pressure ulcer #7- Cleanse,Pressure ulcer #7- Cleanse,chartevents,Skin - Impairment,,Text,,,3.0,0
228505,39,0.0005329252128284664,Impaired Skin #10- Location,Impaired Skin #10- Location,chartevents,Skin - Impairment,,Text,,,39.0,0
229019,38,0.0005192604637815827,Incision #7- Cleanse,Incision #7- Cleanse,chartevents,Skin - Incisions,,Text,,,3.0,0
228225,38,0.0005192604637815827,Tandem Heart Return Cannula Site,Tandem Heart Return Cannula Site,chartevents,Access Lines - Invasive,,Text,,,5.0,0
228222,36,0.0004919309656878151,Tandem Heart Return Cannula Migration,Tandem Heart Return Cannula Migration,chartevents,Access Lines - Invasive,,Checkbox,,,,0
228538,36,0.0004919309656878151,Impaired Skin #10- Treatment,Impaired Skin #10- Treatment,chartevents,Skin - Impairment,,Text,,,12.0,0
228556,36,0.0004919309656878151,Pressure Ulcer #8- Type,Pressure Ulcer #8- Type,chartevents,Skin - Impairment,,Text,,,1.0,0
227619,36,0.0004919309656878151,Pressure Ulcer Stage #10,Pressure Ulcer Stage #10,chartevents,Skin - Impairment,,Text,,,8.0,0
229813,36,0.0004919309656878151,Reason for Trigger (RN),Reason for Trigger (RN),chartevents,RNTriggerNote,,Text,,,5.0,0
228213,36,0.0004919309656878151,Tandem Heart Access Line Repositioned,Tandem Heart Access Line Repositioned,chartevents,Access Lines - Invasive,,Checkbox,,,,0
224061,35,0.0004782662166409314,Reason for Restraint (Behavioral)_V1,Reason for Restraint (Behavioral)_V1,chartevents,Restraint/Support Systems,,Text,,,6.0,0
229240,35,0.0004782662166409314,P1 Alarm - High,P1 Alarm - High,chartevents,Alarms,mmHg,Numeric,,,,0
225397,35,0.0004782662166409314,Triple Introducer Waveform Appear,Triple Introducer Waveform Appear,chartevents,Access Lines - Invasive,,Text,,,4.0,0
228216,34,0.00046460146759404766,Tandem Heart Access Line Type,Tandem Heart Access Line Type,chartevents,Access Lines - Invasive,,Text,,,2.0,0
227603,34,0.00046460146759404766,Impaired Skin Length #10,Site Length #10,chartevents,Skin - Impairment,cm,Numeric,,,,0
227623,34,0.00046460146759404766,Tunneling Present #10,Tunneling Present #10,chartevents,Skin - Impairment,,Text,,,3.0,0
227596,34,0.00046460146759404766,Impaired Skin Depth #9,Site Depth #9,chartevents,Skin - Impairment,cm,Numeric,,,,0
228869,34,0.00046460146759404766,HM II- Perc Lock fully engaged,HM II- Perc Lock fully engaged,chartevents,Hemodynamics,,Checkbox,,,,0
228198,33,0.00045093671854716386,Tandem Heart Flow,Tandem Heart Flow,chartevents,Tandem Heart,L/min,Numeric,,,,0
227615,33,0.00045093671854716386,Impaired Skin Width #10,Site Width #10,chartevents,Skin - Impairment,cm,Numeric,,,,0
228193,33,0.00045093671854716386,Oxygenator/ECMO,Oxygenator/ECMO,chartevents,Tandem Heart,,Checkbox,,,,0
228513,33,0.00045093671854716386,Pressure Ulcer #8- Location,Pressure Ulcer #8- Location,chartevents,Skin - Impairment,,Text,,,23.0,0
228186,32,0.0004372719695002801,Access Site Observed (Tandem Heart),Access Site Observed (Tandem Heart),chartevents,Tandem Heart,,Checkbox,,,,0
228195,32,0.0004372719695002801,Pump Speed,Pump Speed,chartevents,Tandem Heart,None,Numeric,,,,0
228196,32,0.0004372719695002801,Return Site Observed (Tandem Heart),Return Site Observed (Tandem Heart),chartevents,Tandem Heart,,Checkbox,,,,0
228200,32,0.0004372719695002801,Vibration in Line,Vibration in Line,chartevents,Tandem Heart,,Checkbox,,,,0
228187,32,0.0004372719695002801,Cannulas Visible,Cannulas Visible,chartevents,Tandem Heart,,Checkbox,,,,0
228874,32,0.0004372719695002801,HM II- Speed (RPM),HM II- Speed (RPM),chartevents,Hemodynamics,None,Numeric,,,,0
228873,32,0.0004372719695002801,HM II- Flow,HM II- Flow,chartevents,Hemodynamics,L/min,Numeric,,,,0
228871,32,0.0004372719695002801,HM II- Backup Cont in room with pt settings,HM II- Backup Cont in room with pt settings_201904,chartevents,Hemodynamics,,Checkbox,,,,0
228870,32,0.0004372719695002801,HM II- Sys Cont in Prim Mode,HM II- Sys Cont in Prim Mode,chartevents,Hemodynamics,,Checkbox,,,,0
228224,32,0.0004372719695002801,Tandem Heart Return Cannula Repositioned,Tandem Heart Return Cannula Repositioned,chartevents,Access Lines - Invasive,,Checkbox,,,,0
228170,31,0.00042360722045339637,Impella Line Discontinued,Impella Line Discontinued,chartevents,Access Lines - Invasive,,Text,,,2.0,0
228876,31,0.00042360722045339637,HM II- Power,HM II- Power,chartevents,Hemodynamics,None,Numeric,,,,0
228839,31,0.00042360722045339637,Pressure ulcer #7- Tunneling present,Pressure ulcer #7- Tunneling present,chartevents,Skin - Impairment,,Text,,,2.0,0
225961,31,0.00042360722045339637,Medication Added Units #1 (Peritoneal Dialysis),Medication Added Units #1 (PD),chartevents,Dialysis,,Text,,,3.0,0
229474,31,0.00042360722045339637,24 Gauge Reason Discontinued,24 Gauge Reason Discontinued,chartevents,Access Lines - Peripheral,,Text,,,5.0,0
228872,31,0.00042360722045339637,HM II- Mean BP,HM II- Mean BP,chartevents,Hemodynamics,mmHg,Numeric,,,,0
228188,31,0.00042360722045339637,Change in Blood Color,Change in Blood Color,chartevents,Tandem Heart,,Checkbox,,,,0
228203,31,0.00042360722045339637,Tandem Heart Access Line Cannula Site,Tandem Heart Access Line Cannula Site,chartevents,Access Lines - Invasive,,Text,,,2.0,0
224901,31,0.00042360722045339637,Impaired Skin Depth #8,Site Depth #8,chartevents,Skin - Impairment,cm,Numeric,,,,0
228210,31,0.00042360722045339637,Tandem Heart Access Line Position,Tandem Heart Access Line Position,chartevents,Access Lines - Invasive,,Text,,,3.0,0
228212,31,0.00042360722045339637,Tandem Heart Access Line Pump Housing Checked,Tandem Heart Access Line Pump Housing Checked,chartevents,Access Lines - Invasive,,Checkbox,,,,0
228959,31,0.00042360722045339637,Coping/Knowledge Deficit  NCP - outcomes met,CKD NCP - outcomes met,chartevents,Care Plans,,Text,,,2.0,0
229241,30,0.0004099424714065126,P1 Alarm - Low,P1 Alarm - Low,chartevents,Alarms,mmHg,Numeric,,,,0
228875,30,0.0004099424714065126,HM II- PI,HM II- PI,chartevents,Hemodynamics,None,Numeric,,,,0
228211,30,0.0004099424714065126,Tandem Heart Access Line Postion Confirmed,Tandem Heart Access Line Position Confirmed,chartevents,Access Lines - Invasive,,Text,,,4.0,0
228199,30,0.0004099424714065126,Type (Tandem Heart),Type (Tandem Heart),chartevents,Tandem Heart,,Text,,,2.0,0
228546,29,0.0003962777223596289,Pressure Ulcer #8- Treatment,Pressure Ulcer #8- Treatment,chartevents,Skin - Impairment,,Text,,,14.0,0
228223,29,0.0003962777223596289,Tandem Heart Return Cannula Position,Tandem Heart Return Cannula Position,chartevents,Access Lines - Invasive,,Text,,,3.0,0
228849,29,0.0003962777223596289,Pressure ulcer #7- Undermining present,Pressure ulcer #7- Undermining present,chartevents,Skin - Impairment,,Text,,,3.0,0
225959,29,0.0003962777223596289,Medication Added Amount  #1 (Peritoneal Dialysis),Medication Added Amount #1 (PD),chartevents,Dialysis,None,Numeric,,,,0
225194,28,0.0003826129733127451,PT Splint Status #3,PT Splint Status #3,chartevents,Treatments,,Text,,,3.0,0
227625,28,0.0003826129733127451,Undermining Present #10,Undermining Present #10,chartevents,Skin - Impairment,,Text,,,3.0,0
228167,28,0.0003826129733127451,Impella Dressing Occlusive,Impella Dressing Occlusive,chartevents,Access Lines - Invasive,,Checkbox,,,,0
229881,28,0.0003826129733127451,Dialysis/Pheresis Biopatch,Dialysis/Pheresis Biopatch,chartevents,Access Lines - Invasive,,Checkbox,,,,0
224457,27,0.0003689482242658614,PT Splint Location #3,PT Splint Location #3,chartevents,Treatments,,Text,,,8.0,0
228861,27,0.0003689482242658614,Impaired Skin #9- Type,Impaired Skin #9- Type,chartevents,Skin - Impairment,,Text,,,9.0,0
