count,percentage,itemid,label,abbreviation,linksto,category,unitname,param_type,lownormalvalue,highnormalvalue
84,0.0011478389199382354,227602,Impaired Skin Length #9,Site Length #9,chartevents,Skin - Impairment,cm,Numeric,,
84,0.0011478389199382354,227607,Impaired Skin Site #10,Site #10,chartevents,Skin - Impairment,,Text,,
84,0.0011478389199382354,225759,RIC Reason Discontinued,RIC Reason Discontinued,chartevents,Access Lines - Peripheral,,Text,,
84,0.0011478389199382354,227775,Skeletal Traction #1 - Pounds,Skeletal Traction #1 - Pounds,chartevents,Treatments,lbs,Numeric,,
83,0.0011341741708913516,229421,ROS-General,ROS-General,chartevents,MD Progress Note,,Text,,
83,0.0011341741708913516,229277,Speed (ECMO),Speed (ECMO),chartevents,ECMO,RPM,Numeric,,
83,0.0011341741708913516,229270,Flow (ECMO),Flow (ECMO),chartevents,ECMO,L/min,Numeric,,
83,0.0011341741708913516,229273,Flow Sensor repositioned (ECMO),Flow Sensor repositioned (ECMO),chartevents,ECMO,,Text,,
82,0.0011205094218444678,229280,FiO2 (ECMO),FiO2 (ECMO),chartevents,ECMO,%,Numeric,,
82,0.0011205094218444678,229278,Sweep (ECMO),Sweep (ECMO),chartevents,ECMO,,Text,,
82,0.0011205094218444678,227984,Neuro Drain #2 Level,Neuro Drain #2 Level,chartevents,Neurological,,Text,,
81,0.001106844672797584,229271,Flow Alarm (Hi) (ECMO),Flow Alarm (Hi) (ECMO),chartevents,ECMO,None,Numeric,,
81,0.001106844672797584,228641,EtCO2 Clinical indication,EtCO2 Clinical indication,chartevents,Routine Vital Signs,,Text,,
81,0.001106844672797584,228504,Impaired Skin #9- Location,Impaired Skin #9- Location,chartevents,Skin - Impairment,,Text,,
81,0.001106844672797584,229272,Flow Alarm (Lo) (ECMO),Flow Alarm (Lo) (ECMO),chartevents,ECMO,None,Numeric,,
81,0.001106844672797584,228451,Compression device # 3,Compression device # 3,chartevents,Cardiovascular,,Text,,
80,0.0010931799237507004,227617,Impaired Skin Wound Base #10,Site/Wound Base #10,chartevents,Skin - Impairment,,Text,,
80,0.0010931799237507004,228613,Pressure Ulcer #4- Depth,Pressure Ulcer #4- Depth,chartevents,Skin - Impairment,cm,Numeric,,
80,0.0010931799237507004,227614,Impaired Skin Width #9,Site Width #9,chartevents,Skin - Impairment,cm,Numeric,,
80,0.0010931799237507004,227609,Impaired Skin Treatment #10,Site Treatment #10,chartevents,Skin - Impairment,,Text,,
78,0.0010658504256569328,228912,Altered Skin Integrity NCP - Goal,ASI NCP - Goal,chartevents,Care Plans,,Text,,
78,0.0010658504256569328,228378,TFCd (NICOM),TFCd (NICOM),chartevents,NICOM,%,Numeric,,
78,0.0010658504256569328,224743,Vd/Vt Ratio,Vd/Vt Ratio,chartevents,Respiratory,None,Numeric,,
78,0.0010658504256569328,228537,Impaired Skin #9- Treatment,Impaired Skin #9- Treatment,chartevents,Skin - Impairment,,Text,,
77,0.001052185676610049,224728,Peak Exp Flow Rate,Peak Exp Flow Rate,chartevents,Respiratory,L/min,Numeric,,
77,0.001052185676610049,228916,Altered Skin Integrity NCP - outcomes met,ASI NCP - outcomes met,chartevents,Care Plans,,Text,,
74,0.0010111914294693978,229601,Arm Immobilizer,Arm Immobilizer,chartevents,Treatments,,Text,,
74,0.0010111914294693978,224181,Small Volume Neb Drug #1,SV Neb Drug #1,chartevents,Respiratory,,Text,,
74,0.0010111914294693978,229049,Incision Drainage Amount #7,Incision Drainage Amount #7,chartevents,Skin - Incisions,,Text,,
74,0.0010111914294693978,227476,Incision Site #5,Incision Site #5,chartevents,Skin - Incisions,,Text,,
73,0.000997526680422514,229626,Pulmonary Artery Pressure Alarm - High (Veletri),PAP Alarm - High (Veletri),chartevents,Alarms,mmHg,Numeric,,
73,0.000997526680422514,229627,Pulmonary Artery Pressure Alarm - Low (Veletri),PAP Alarm - Low (Veletri),chartevents,Alarms,mmHg,Numeric,,
73,0.000997526680422514,228768,Pressure ulcer #6- Drainage amount,Pressure ulcer #6- Drainage amount,chartevents,Skin - Impairment,,Text,,
73,0.000997526680422514,228788,Pressure ulcer #6- Cleanse,Pressure ulcer #6- Cleanse,chartevents,Skin - Impairment,,Text,,
72,0.0009838619313756302,227549,ScvO2 (Presep),ScvO2 (Presep),chartevents,Hemodynamics,%,Numeric,,
72,0.0009838619313756302,224166,Doppler BP,Doppler BP,chartevents,Routine Vital Signs,mmHg,Numeric,,
72,0.0009838619313756302,227605,Impaired Skin Odor #10,Odor #10,chartevents,Skin - Impairment,,Checkbox,,
72,0.0009838619313756302,229629,PAP Alarm Source (Veletri),PAP Alarm Source (Veletri),chartevents,Alarms,,Text,,
70,0.0009565324332818628,227644,Breast Feeding - R,Breast Feeding - R,chartevents,OB-GYN,,Text,,
70,0.0009565324332818628,225026,Incision Dressing #5,Incision Dressing #5,chartevents,Skin - Incisions,,Text,,
70,0.0009565324332818628,229537,Pheresis Catheter Type,Pheresis Catheter Type,chartevents,Access Lines - Invasive,,Text,,
69,0.000942867684234979,229679,Type of Catheter (Impella),Type of Catheter (Impella),chartevents,Impella,,Text,,
69,0.000942867684234979,228778,Pressure ulcer #6- Odor,Pressure ulcer #6- Odor,chartevents,Skin - Impairment,,Checkbox,,
69,0.000942867684234979,227643,Breast Feeding - L,Breast Feeding - L,chartevents,OB-GYN,,Text,,
68,0.0009292029351880953,227129,Pheresis Catheter Type,Pheresis Catheter Type,chartevents,Access Lines - Invasive,,Text,,
67,0.0009155381861412115,229425,ROS-Respiratory,ROS-Respiratory,chartevents,MD Progress Note,,Text,,
67,0.0009155381861412115,225760,RIC Site Appear,RIC Site Appear,chartevents,Access Lines - Peripheral,,Text,,
66,0.0009018734370943277,228860,Impaired Skin #8- Type,Impaired Skin #8- Type,chartevents,Skin - Impairment,,Text,,
66,0.0009018734370943277,224444,GI #3 Tube Place Check,GI #3 Tube Place Check,chartevents,GI/GU,,Text,,
66,0.0009018734370943277,229680,Impella Line Type,Impella Line Type,chartevents,Access Lines - Invasive,,Text,,
65,0.000888208688047444,228555,Pressure Ulcer #7- Type,Pressure Ulcer #7- Type,chartevents,Skin - Impairment,,Text,,
65,0.000888208688047444,227760,Presep Catheter Placement Confirmed by X-ray,Presep Catheter Placement Confirmed by X-ray,chartevents,Access Lines - Invasive,,Text,,
65,0.000888208688047444,228608,Impaired Skin #9- Dressing Status,Impaired Skin #9- Dressing Status,chartevents,Skin - Impairment,,Text,,
65,0.000888208688047444,225031,Dressing Status #5,Dressing Status #5,chartevents,Skin - Incisions,,Text,,
65,0.000888208688047444,226120,Triple Introducer placed in outside facility,Triple Introducer placed in outside facility,chartevents,Access Lines - Invasive,,Checkbox,,
63,0.0008608791899536765,227595,Impaired Skin Cleanse #10,Site Cleanse #10,chartevents,Skin - Impairment,,Text,,
63,0.0008608791899536765,224900,Impaired Skin Depth #7,Site Depth #7,chartevents,Skin - Impairment,cm,Numeric,,
63,0.0008608791899536765,227622,Tunneling Present #9,Tunneling Present #9,chartevents,Skin - Impairment,,Text,,
63,0.0008608791899536765,229374,AT (Antithrombin funct),AT (Antithrombin funct),chartevents,Labs,None,Numeric with tag,,
62,0.0008472144409067927,229363,P1 (ECMO),P1 (ECMO),chartevents,ECMO,mmHg,Numeric,,
62,0.0008472144409067927,229365,P1 - P2 (ECMO),P1 - P2 (ECMO),chartevents,ECMO,mmHg,Numeric,,
62,0.0008472144409067927,225395,Triple Introducer Site Appear,Triple Introducer Site Appear,chartevents,Access Lines - Invasive,,Text,,
62,0.0008472144409067927,229317,StO2,StO2,chartevents,Cardiovascular,None,Numeric,,
62,0.0008472144409067927,228512,Pressure Ulcer #7- Location,Pressure Ulcer #7- Location,chartevents,Skin - Impairment,,Text,,
62,0.0008472144409067927,229364,P2 (ECMO),P2 (ECMO),chartevents,ECMO,mmHg,Numeric,,
61,0.000833549691859909,227354,Triple Introducer Dressing Occlusive,Triple Introducer Dressing Occlusive,chartevents,Access Lines - Invasive,,Checkbox,,
61,0.000833549691859909,224859,Status and Comfort (Behavioral),Status and Comfort (Behavioral),chartevents,Restraint/Support Systems,,Text,,
60,0.0008198849428130252,227618,Pressure Ulcer Stage #9,Pressure Ulcer Stage #9,chartevents,Skin - Impairment,,Text,,
59,0.0008062201937661414,225045,Incision Packing #4,Incision Packing #4,chartevents,Skin - Incisions,,Text,,
58,0.0007925554447192577,228545,Pressure Ulcer #7- Treatment,Pressure Ulcer #7- Treatment,chartevents,Skin - Impairment,,Text,,
58,0.0007925554447192577,227645,Breast Feed - L (Minutes),Breast Feed - L (Minutes),chartevents,OB-GYN,min,Numeric,,
58,0.0007925554447192577,227646,Breast Feed - R (Minutes),Breast Feed - R (Minutes),chartevents,OB-GYN,min,Numeric,,
57,0.000778890695672374,228819,Pressure ulcer #7- Stage,Pressure ulcer #7- Stage,chartevents,Skin - Impairment,,Text,,
57,0.000778890695672374,225726,Tunneled (Hickman) Line Tip Cultured,Tunneled (Hickman) Line Tip Cultured,chartevents,Access Lines - Invasive,,Checkbox,,
56,0.0007652259466254903,227624,Undermining Present #9,Undermining Present #9,chartevents,Skin - Impairment,,Text,,
56,0.0007652259466254903,229426,ROS-GI,ROS-GI,chartevents,MD Progress Note,,Text,,
56,0.0007652259466254903,227450,Tobramycin (Peak),Tobramycin (Peak),chartevents,Labs,None,Numeric with tag,,
55,0.0007515611975786065,224452,Traction/Immobile Location #2,Traction/Immobile Location #2,chartevents,Treatments,,Text,,
55,0.0007515611975786065,228838,Pressure ulcer #6- Tunneling present,Pressure ulcer #6- Tunneling present,chartevents,Skin - Impairment,,Text,,
54,0.0007378964485317228,224814,GI #1 Tube Place Method,GI #1 Tube Place Method,chartevents,GI/GU,,Text,,
54,0.0007378964485317228,227991,Intra Cranial Pressure #2 Alarm - Low,IC2 Alarm - Low,chartevents,Alarms,mmHg,Numeric,,
53,0.000724231699484839,228584,Impaired Skin #9- Type,Impaired Skin #9- Type,chartevents,Skin - Impairment,,Text,,
53,0.000724231699484839,227675,Face to Face Eval (Violent),Face to Face Eval (Violent),chartevents,Restraint/Support Systems,,Text,,
53,0.000724231699484839,228614,Pressure Ulcer #5- Depth,Pressure Ulcer #5- Depth,chartevents,Skin - Impairment,cm,Numeric,,
53,0.000724231699484839,227679,Restraint Device (Violent),Restraint Device (Violent),chartevents,Restraint/Support Systems,,Text,,
52,0.0007105669504379552,229308,High Power Alarm (HeartWare),High Power Alarm (HeartWare),chartevents,Heartware,None,Numeric,,
52,0.0007105669504379552,229307,Low Flow Alarm (HeartWare),Low Flow Alarm (HeartWare),chartevents,Heartware,None,Numeric,,
52,0.0007105669504379552,229303,Speed (RPM) (HeartWare),Speed (RPM) (HeartWare),chartevents,Heartware,None,Numeric,,
52,0.0007105669504379552,229559,Cardiac Assist Cannula Site Appear,Cardiac Assist Cannula Site Appear,chartevents,Access Lines - Invasive,,Text,,
52,0.0007105669504379552,229560,Cardiac Assist Cannula Position,Cardiac Assist Cannula Position,chartevents,Access Lines - Invasive,,Text,,
51,0.0006969022013910715,229305,Power (Watts) (HeartWare),Power (Watts) (HeartWare),chartevents,Heartware,None,Numeric,,
51,0.0006969022013910715,229304,Flow (L/min) (HeartWare),Flow (L/min) (HeartWare),chartevents,Heartware,None,Numeric,,
51,0.0006969022013910715,225001,Incision Cleansing #5,Incision Cleansing #5,chartevents,Skin - Incisions,,Text,,
51,0.0006969022013910715,227853,Other (Activity); Specify,Other (Activity); Specify,chartevents,OT Notes,,Text,,
51,0.0006969022013910715,228749,Pressure ulcer #7- Surrounding tissue,Pressure ulcer #7- Surrounding tissue,chartevents,Skin - Impairment,,Text,,
51,0.0006969022013910715,228848,Pressure ulcer #6- Undermining present,Pressure ulcer #6- Undermining present,chartevents,Skin - Impairment,,Text,,
50,0.0006832374523441877,220120,Intra Aortic Ballon Pump Setting,Intra Aortic Ballon Pump Setting,chartevents,IABP,,Text,,
50,0.0006832374523441877,229306,HCT (HeartWare),HCT (HeartWare),chartevents,Heartware,None,Numeric,,
49,0.000669572703297304,227672,Violent Restraints Ordered,Violent Restraints Ordered,chartevents,Restraint/Support Systems,,Text,,
49,0.000669572703297304,227590,GI #3 Tube Place Method,GI #3 Tube Place Method,chartevents,GI/GU,,Text,,
49,0.000669572703297304,228759,Pressure ulcer #7- Drainage,Pressure ulcer #7- Drainage,chartevents,Skin - Impairment,,Text,,
49,0.000669572703297304,228526,Impaired Skin #9- Cleanse,Impaired Skin #9- Cleanse,chartevents,Skin - Impairment,,Text,,
48,0.0006559079542504202,229309,Backup Controller (HeartWare),Backup Controller (HeartWare),chartevents,Heartware,,Text,,
48,0.0006559079542504202,227990,Intra Cranial Pressure #2 Alarm - High,IC2 Alarm - High,chartevents,Alarms,mmHg,Numeric,,
47,0.0006422432052035365,227772,Traction/Immobile #2,Traction/Immobile #2,chartevents,Treatments,,Text,,
47,0.0006422432052035365,224858,Patient Behavior During Application,Pt. Behavior w/ Application (Behavioral),chartevents,Restraint/Support Systems,,Text,,
47,0.0006422432052035365,227683,Restraint/Seclusion Observer Sheet,Restraint/Seclusion Observer Sheet,chartevents,Restraint/Support Systems,,Text,,
47,0.0006422432052035365,224857,Less Restrictive Measures (Behavioral),Less Restrictive Measures (Behavioral),chartevents,Restraint/Support Systems,,Text,,
46,0.0006285784561566527,227789,Impaired Skin  - Dressing Status #10,Impaired Skin  - Dressing Status #10,chartevents,Skin - Impairment,,Text,,
46,0.0006285784561566527,227647,Clot Size (cm),Clot Size (cm),chartevents,OB-GYN,cm,Numeric,,
46,0.0006285784561566527,227806,ScvO2 (Presep) SQI,ScvO2 (Presep) SQI,chartevents,Hemodynamics,,Text,,
45,0.0006149137071097689,228729,Pressure ulcer #7- Length,Pressure ulcer #7- Length,chartevents,Skin - Impairment,cm,Numeric,,
45,0.0006149137071097689,228739,Pressure ulcer #7- Wound Base,Pressure ulcer #7- Wound Base,chartevents,Skin - Impairment,,Text,,
45,0.0006149137071097689,228626,Pressure Ulcer #7- Width,Pressure Ulcer #7-  Width,chartevents,Skin - Impairment,cm,Numeric,,
44,0.0006012489580628852,227881,Pain (0-10),Pain (0-10),chartevents,OT Notes,,Text,,
44,0.0006012489580628852,228214,Tandem Heart Access Line Site Appear,Tandem Heart Access Line Site Appear,chartevents,Access Lines - Invasive,,Text,,
44,0.0006012489580628852,225748,Indwelling Port (PortaCath) Discontinued,Indwelling Port (PortaCath) Discontinued,chartevents,Access Lines - Invasive,,Text,,
44,0.0006012489580628852,228208,Tandem Heart Access Line Dressing Occlusive,Tandem Heart Access Line Dressing Occlusive_201612,chartevents,Access Lines - Invasive,,Checkbox,,
42,0.0005739194599691177,228809,Pressure ulcer #7- Dressing status,Pressure ulcer #7- Dressing status,chartevents,Skin - Impairment,,Text,,
42,0.0005739194599691177,228769,Pressure ulcer #7- Drainage amount,Pressure ulcer #7- Drainage amount,chartevents,Skin - Impairment,,Text,,
42,0.0005739194599691177,227763,Triple Introducer Placement Confirmed by X-ray,Triple Introducer Placement Confirmed by X-ray,chartevents,Access Lines - Invasive,,Text,,
42,0.0005739194599691177,229424,ROS-Cardiac,ROS-Cardiac,chartevents,MD Progress Note,,Text,,
41,0.0005602547109222339,229768,Gooseflesh Skin (COWS),Gooseflesh Skin,chartevents,Toxicology,,Text,,
41,0.0005602547109222339,229767,GI Upset (COWS),GI Upset,chartevents,Toxicology,,Text,,
41,0.0005602547109222339,229766,Bone/Joint Aches (COWS),Bone/Joint Aches,chartevents,Toxicology,,Text,,
41,0.0005602547109222339,229774,Tremor (COWS),Tremor.,chartevents,Toxicology,,Text,,
41,0.0005602547109222339,229770,Resting Pulse Rate (COWS),Resting Pulse Rate,chartevents,Toxicology,,Text,,
41,0.0005602547109222339,229769,Pupil Size (COWS),Pupil Size,chartevents,Toxicology,,Text,,
41,0.0005602547109222339,227677,Reason for Restraint/Seclusion (Violent),Reason for Restraint/Seclusion (Violent),chartevents,Restraint/Support Systems,,Text,,
41,0.0005602547109222339,229765,Anxiety/Irritability (COWS),Anxiety/Irritability,chartevents,Toxicology,,Text,,
41,0.0005602547109222339,229771,Restlessness (COWS),Restlessness,chartevents,Toxicology,,Text,,
41,0.0005602547109222339,229775,Yawning (COWS),Yawning,chartevents,Toxicology,,Text,,
41,0.0005602547109222339,228226,Tandem Heart Return Cannula Site Appear,Tandem Heart Return Cannula Site Appear,chartevents,Access Lines - Invasive,,Text,,
41,0.0005602547109222339,228779,Pressure ulcer #7- Odor,Pressure ulcer #7- Odor,chartevents,Skin - Impairment,,Checkbox,,
41,0.0005602547109222339,229772,Runny Nose/Tearing (COWS),Runny Nose/Tearing,chartevents,Toxicology,,Text,,
41,0.0005602547109222339,229773,Sweating (COWS),Sweating,chartevents,Toxicology,,Text,,
41,0.0005602547109222339,228219,Tandem Heart Return Cannula Dressing Occlusive,Tandem Heart Return Cannula Dressing Occlusive_201,chartevents,Access Lines - Invasive,,Checkbox,,
40,0.0005465899618753502,228711,Time spent,Time spent,chartevents,MD Progress Note,None,Numeric,,
40,0.0005465899618753502,228955,Coping/Knowledge Deficit  NCP - Goal,CKD NCP - Goal,chartevents,Care Plans,,Text,,
39,0.0005329252128284664,225398,Triple Introducer Zero/Calibrate,Triple Introducer Zero/Calibrate,chartevents,Access Lines - Invasive,,Checkbox,,
39,0.0005329252128284664,227989,Intra Cranial Pressure #2,IC2,chartevents,Hemodynamics,mmHg,Numeric,,
39,0.0005329252128284664,228789,Pressure ulcer #7- Cleanse,Pressure ulcer #7- Cleanse,chartevents,Skin - Impairment,,Text,,
39,0.0005329252128284664,228505,Impaired Skin #10- Location,Impaired Skin #10- Location,chartevents,Skin - Impairment,,Text,,
38,0.0005192604637815827,229019,Incision #7- Cleanse,Incision #7- Cleanse,chartevents,Skin - Incisions,,Text,,
38,0.0005192604637815827,228225,Tandem Heart Return Cannula Site,Tandem Heart Return Cannula Site,chartevents,Access Lines - Invasive,,Text,,
36,0.0004919309656878151,228222,Tandem Heart Return Cannula Migration,Tandem Heart Return Cannula Migration,chartevents,Access Lines - Invasive,,Checkbox,,
36,0.0004919309656878151,228538,Impaired Skin #10- Treatment,Impaired Skin #10- Treatment,chartevents,Skin - Impairment,,Text,,
36,0.0004919309656878151,228556,Pressure Ulcer #8- Type,Pressure Ulcer #8- Type,chartevents,Skin - Impairment,,Text,,
36,0.0004919309656878151,227619,Pressure Ulcer Stage #10,Pressure Ulcer Stage #10,chartevents,Skin - Impairment,,Text,,
36,0.0004919309656878151,229813,Reason for Trigger (RN),Reason for Trigger (RN),chartevents,RNTriggerNote,,Text,,
36,0.0004919309656878151,228213,Tandem Heart Access Line Repositioned,Tandem Heart Access Line Repositioned,chartevents,Access Lines - Invasive,,Checkbox,,
35,0.0004782662166409314,224061,Reason for Restraint (Behavioral)_V1,Reason for Restraint (Behavioral)_V1,chartevents,Restraint/Support Systems,,Text,,
35,0.0004782662166409314,229240,P1 Alarm - High,P1 Alarm - High,chartevents,Alarms,mmHg,Numeric,,
35,0.0004782662166409314,225397,Triple Introducer Waveform Appear,Triple Introducer Waveform Appear,chartevents,Access Lines - Invasive,,Text,,
34,0.00046460146759404766,228216,Tandem Heart Access Line Type,Tandem Heart Access Line Type,chartevents,Access Lines - Invasive,,Text,,
34,0.00046460146759404766,227603,Impaired Skin Length #10,Site Length #10,chartevents,Skin - Impairment,cm,Numeric,,
34,0.00046460146759404766,227623,Tunneling Present #10,Tunneling Present #10,chartevents,Skin - Impairment,,Text,,
34,0.00046460146759404766,227596,Impaired Skin Depth #9,Site Depth #9,chartevents,Skin - Impairment,cm,Numeric,,
34,0.00046460146759404766,228869,HM II- Perc Lock fully engaged,HM II- Perc Lock fully engaged,chartevents,Hemodynamics,,Checkbox,,
33,0.00045093671854716386,228198,Tandem Heart Flow,Tandem Heart Flow,chartevents,Tandem Heart,L/min,Numeric,,
33,0.00045093671854716386,227615,Impaired Skin Width #10,Site Width #10,chartevents,Skin - Impairment,cm,Numeric,,
33,0.00045093671854716386,228193,Oxygenator/ECMO,Oxygenator/ECMO,chartevents,Tandem Heart,,Checkbox,,
33,0.00045093671854716386,228513,Pressure Ulcer #8- Location,Pressure Ulcer #8- Location,chartevents,Skin - Impairment,,Text,,
32,0.0004372719695002801,228186,Access Site Observed (Tandem Heart),Access Site Observed (Tandem Heart),chartevents,Tandem Heart,,Checkbox,,
32,0.0004372719695002801,228195,Pump Speed,Pump Speed,chartevents,Tandem Heart,None,Numeric,,
32,0.0004372719695002801,228196,Return Site Observed (Tandem Heart),Return Site Observed (Tandem Heart),chartevents,Tandem Heart,,Checkbox,,
32,0.0004372719695002801,228200,Vibration in Line,Vibration in Line,chartevents,Tandem Heart,,Checkbox,,
32,0.0004372719695002801,228187,Cannulas Visible,Cannulas Visible,chartevents,Tandem Heart,,Checkbox,,
32,0.0004372719695002801,228874,HM II- Speed (RPM),HM II- Speed (RPM),chartevents,Hemodynamics,None,Numeric,,
32,0.0004372719695002801,228873,HM II- Flow,HM II- Flow,chartevents,Hemodynamics,L/min,Numeric,,
32,0.0004372719695002801,228871,HM II- Backup Cont in room with pt settings,HM II- Backup Cont in room with pt settings_201904,chartevents,Hemodynamics,,Checkbox,,
32,0.0004372719695002801,228870,HM II- Sys Cont in Prim Mode,HM II- Sys Cont in Prim Mode,chartevents,Hemodynamics,,Checkbox,,
32,0.0004372719695002801,228224,Tandem Heart Return Cannula Repositioned,Tandem Heart Return Cannula Repositioned,chartevents,Access Lines - Invasive,,Checkbox,,
31,0.00042360722045339637,228170,Impella Line Discontinued,Impella Line Discontinued,chartevents,Access Lines - Invasive,,Text,,
31,0.00042360722045339637,228876,HM II- Power,HM II- Power,chartevents,Hemodynamics,None,Numeric,,
31,0.00042360722045339637,228839,Pressure ulcer #7- Tunneling present,Pressure ulcer #7- Tunneling present,chartevents,Skin - Impairment,,Text,,
31,0.00042360722045339637,225961,Medication Added Units #1 (Peritoneal Dialysis),Medication Added Units #1 (PD),chartevents,Dialysis,,Text,,
31,0.00042360722045339637,229474,24 Gauge Reason Discontinued,24 Gauge Reason Discontinued,chartevents,Access Lines - Peripheral,,Text,,
31,0.00042360722045339637,228872,HM II- Mean BP,HM II- Mean BP,chartevents,Hemodynamics,mmHg,Numeric,,
31,0.00042360722045339637,228188,Change in Blood Color,Change in Blood Color,chartevents,Tandem Heart,,Checkbox,,
31,0.00042360722045339637,228203,Tandem Heart Access Line Cannula Site,Tandem Heart Access Line Cannula Site,chartevents,Access Lines - Invasive,,Text,,
31,0.00042360722045339637,224901,Impaired Skin Depth #8,Site Depth #8,chartevents,Skin - Impairment,cm,Numeric,,
31,0.00042360722045339637,228210,Tandem Heart Access Line Position,Tandem Heart Access Line Position,chartevents,Access Lines - Invasive,,Text,,
31,0.00042360722045339637,228212,Tandem Heart Access Line Pump Housing Checked,Tandem Heart Access Line Pump Housing Checked,chartevents,Access Lines - Invasive,,Checkbox,,
31,0.00042360722045339637,228959,Coping/Knowledge Deficit  NCP - outcomes met,CKD NCP - outcomes met,chartevents,Care Plans,,Text,,
30,0.0004099424714065126,229241,P1 Alarm - Low,P1 Alarm - Low,chartevents,Alarms,mmHg,Numeric,,
30,0.0004099424714065126,228875,HM II- PI,HM II- PI,chartevents,Hemodynamics,None,Numeric,,
30,0.0004099424714065126,228211,Tandem Heart Access Line Postion Confirmed,Tandem Heart Access Line Position Confirmed,chartevents,Access Lines - Invasive,,Text,,
30,0.0004099424714065126,228199,Type (Tandem Heart),Type (Tandem Heart),chartevents,Tandem Heart,,Text,,
29,0.0003962777223596289,228546,Pressure Ulcer #8- Treatment,Pressure Ulcer #8- Treatment,chartevents,Skin - Impairment,,Text,,
29,0.0003962777223596289,228223,Tandem Heart Return Cannula Position,Tandem Heart Return Cannula Position,chartevents,Access Lines - Invasive,,Text,,
29,0.0003962777223596289,228849,Pressure ulcer #7- Undermining present,Pressure ulcer #7- Undermining present,chartevents,Skin - Impairment,,Text,,
29,0.0003962777223596289,225959,Medication Added Amount  #1 (Peritoneal Dialysis),Medication Added Amount #1 (PD),chartevents,Dialysis,None,Numeric,,
28,0.0003826129733127451,225194,PT Splint Status #3,PT Splint Status #3,chartevents,Treatments,,Text,,
28,0.0003826129733127451,227625,Undermining Present #10,Undermining Present #10,chartevents,Skin - Impairment,,Text,,
28,0.0003826129733127451,228167,Impella Dressing Occlusive,Impella Dressing Occlusive,chartevents,Access Lines - Invasive,,Checkbox,,
28,0.0003826129733127451,229881,Dialysis/Pheresis Biopatch,Dialysis/Pheresis Biopatch,chartevents,Access Lines - Invasive,,Checkbox,,
27,0.0003689482242658614,224457,PT Splint Location #3,PT Splint Location #3,chartevents,Treatments,,Text,,
27,0.0003689482242658614,228861,Impaired Skin #9- Type,Impaired Skin #9- Type,chartevents,Skin - Impairment,,Text,,
27,0.0003689482242658614,229235,Brain Tissue Oxygenation,PbtO2,chartevents,Hemodynamics,mmHg,Numeric,,
27,0.0003689482242658614,225734,Presep Catheter Line Tip Cultured,Presep Catheter Line Tip Cultured,chartevents,Access Lines - Invasive,,Checkbox,,
27,0.0003689482242658614,228820,Pressure ulcer #8- Stage,Pressure ulcer #8- Stage,chartevents,Skin - Impairment,,Text,,
26,0.0003552834752189776,229337,Domestic Violence NCP - Expected outcomes,DV NCP - Expected outcomes,chartevents,Care Plans,,Text,,
26,0.0003552834752189776,225746,Pheresis Catheter Discontinued,Pheresis Catheter Discontinued,chartevents,Access Lines - Invasive,,Text,,
26,0.0003552834752189776,229236,Cerebral Temperature (C),Cerebral T (C),chartevents,Hemodynamics,°C,Numeric,,
26,0.0003552834752189776,229431,ROS-Extremeties / MSK,ROS-Extremeties / MSK,chartevents,MD Progress Note,,Text,,
26,0.0003552834752189776,228192,Oxygenator Sweep Rate,Oxygenator Sweep Rate,chartevents,Tandem Heart,L/min,Numeric,,
26,0.0003552834752189776,228194,Peripheral Pulses (Tandem Heart),Peripheral Pulses (Tandem Heart),chartevents,Tandem Heart,,Text,,
26,0.0003552834752189776,228627,Pressure Ulcer #8- Width,Pressure Ulcer #8-  Width,chartevents,Skin - Impairment,cm,Numeric,,
26,0.0003552834752189776,228740,Pressure ulcer #8- Wound Base,Pressure ulcer #8- Wound Base,chartevents,Skin - Impairment,,Text,,
26,0.0003552834752189776,228730,Pressure ulcer #8- Length,Pressure ulcer #8- Length,chartevents,Skin - Impairment,cm,Numeric,,
25,0.00034161872617209383,229547,EKOS site,EKOS site,chartevents,Access Lines - Invasive,,Text,,
25,0.00034161872617209383,228760,Pressure ulcer #8- Drainage,Pressure ulcer #8- Drainage,chartevents,Skin - Impairment,,Text,,
25,0.00034161872617209383,229342,Domestic Violence NCP - Problem resolved,DV NCP - Problem resolved,chartevents,Care Plans,,Text,,
25,0.00034161872617209383,229545,EKOS Line Site Appear,EKOS Line Site Appear,chartevents,Access Lines - Invasive,,Text,,
25,0.00034161872617209383,228557,Pressure Ulcer #9- Type,Pressure Ulcer #9- Type,chartevents,Skin - Impairment,,Text,,
24,0.0003279539771252101,228615,Pressure Ulcer #6- Depth,Pressure Ulcer #6- Depth,chartevents,Skin - Impairment,cm,Numeric,,
24,0.0003279539771252101,228527,Impaired Skin #10- Cleanse,Impaired Skin #10- Cleanse,chartevents,Skin - Impairment,,Text,,
24,0.0003279539771252101,229343,Domestic Violence NCP - Plan revised,DV NCP - Plan revised,chartevents,Care Plans,,Text,,
24,0.0003279539771252101,229034,Incision Appearance #8,Incision Appearance #8,chartevents,Skin - Incisions,,Text,,
24,0.0003279539771252101,229422,ROS-HEENT,ROS-HEENT,chartevents,MD Progress Note,,Text,,
24,0.0003279539771252101,229016,Incision #8- Location,Incision #8- Location,chartevents,Skin - Incisions,,Text,,
23,0.00031428922807832634,228609,Impaired Skin #10- Dressing Status,Impaired Skin #10- Dressing Status,chartevents,Skin - Impairment,,Text,,
